日付,レース場コード,レース場名,レース番号,選手枠番,選手ナンバー,レーサーID,レーサー名,年齢,体重,展示タイム,スタートタイミング,レースタイム,最終着順
2024-02-01,,,5,2,2,4105,松　下　　直　也,31,51,6.97,0.05,1.50.9,4
2024-02-01,,,5,3,3,3412,鈴　木　　　　博,16,60,6.94,0.15,1.52.2,4
2024-02-01,,,5,4,5,4369,丹　下　　　　将,58,37,7.0,0.08,1.53.2,4
2024-02-01,,,5,5,6,3352,小　川　　晃　司,12,47,7.0,0.09,,3
2024-02-01,,,5,6,4,5059,冨　田　　　　祥,22,55,6.93,0.06,,2
2024-02-01,,,6,1,5,3920,正　木　　聖　賢,40,35,6.9,0.1,1.48.7,3
2024-02-01,,,6,2,1,3432,宮　迫　　暢　彦,54,65,6.89,0.11,1.50.4,2
2024-02-01,,,6,3,2,4697,國　弘　　翔　平,39,21,6.96,0.14,1.52.7,4
2024-02-01,,,6,4,4,4231,鈴　木　　裕　隆,27,57,6.97,0.13,1.53.8,4
2024-02-01,,,6,5,6,3467,森　　　　弘　行,68,56,7.0,0.23,,4
2024-02-01,,,6,6,3,4040,廣　瀬　　将　亨,57,75,6.98,0.09,,1
2024-02-01,,,7,1,1,3944,山　口　　裕　二,53,66,6.96,0.19,1.50.8,2
2024-02-01,,,7,2,2,3482,金　子　　猛　志,24,20,6.93,0.13,1.51.4,1
2024-02-01,,,7,3,3,4771,下　寺　　秀　和,41,16,6.89,0.17,1.51.7,4
2024-02-01,,,7,4,4,4184,渡　邊　　雄一郎,36,29,6.91,0.18,1.52.9,4
2024-02-01,,,7,5,5,4603,谷　川　　将　太,74,44,6.88,0.21,,4
2024-02-01,,,7,6,6,5263,花　田　　凱　成,55,41,6.91,0.21,,3
2024-02-01,,,8,1,1,3772,一　柳　　和　孝,76,33,6.91,0.12,1.49.2,2
2024-02-01,,,8,2,4,4064,原　田　　篤　志,50,12,7.04,0.21,1.51.2,4
2024-02-01,,,8,3,6,3463,乙　津　　康　志,35,54,6.96,0.33,1.53.6,3
2024-02-01,,,8,4,3,5009,大　賀　　龍之介,62,24,6.99,0.13,1.54.0,4
2024-02-01,,,8,5,2,4138,中　井　　俊　祐,43,23,6.99,0.17,,1
2024-02-01,,,8,6,5,5086,本　村　　　　大,75,67,6.91,0.17,,4
2024-02-01,,,9,1,1,3527,中　嶋　　誠一郎,67,76,6.86,0.23,1.48.3,1
2024-02-01,,,9,2,3,4177,萬　　　　正　嗣,65,48,6.94,0.2,1.50.9,4
2024-02-01,,,9,3,6,4508,野　間　　大　樹,46,45,6.85,0.24,1.51.7,4
2024-02-01,,,9,4,5,3656,伯　母　　芳　恒,61,32,6.92,0.25,1.52.8,2
2024-02-01,,,9,5,2,4369,丹　下　　　　将,58,37,6.96,0.26,,4
2024-02-01,,,9,6,4,4985,井　本　　昌　也,34,50,6.91,0.16,,3
2024-02-01,,,10,1,2,4159,向　後　　龍　一,69,38,6.89,0.11,1.48.9,1
2024-02-01,,,10,2,1,3837,秋　山　　広　一,44,71,6.96,0.09,1.50.5,4
2024-02-01,,,10,3,3,4498,宮　本　　夏　樹,49,52,6.89,0.06,1.51.9,3
2024-02-01,,,10,4,5,3406,中　里　　英　夫,60,69,6.98,0.1,1.53.3,2
2024-02-01,,,10,5,4,4039,村　上　　功　祐,71,14,6.98,0.13,,4
2024-02-01,,,10,6,6,4040,廣　瀬　　将　亨,57,75,6.99,0.09,,4
2024-02-01,,,11,1,1,4302,西　野　　翔　太,63,49,6.9,0.06,1.48.2,1
2024-02-01,,,11,2,2,4108,吉　村　　正　明,37,46,6.91,0.06,1.50.6,2
2024-02-01,,,11,3,6,4702,三　浦　　敬　太,73,43,6.89,0.08,1.51.4,4
2024-02-01,,,11,4,4,3432,宮　迫　　暢　彦,54,65,6.93,0.04,1.51.5,3
2024-02-01,,,11,5,3,3944,山　口　　裕　二,53,66,6.98,0.09,,4
2024-02-01,,,11,6,5,4105,松　下　　直　也,31,51,7.01,0.09,,4
2024-02-01,,,12,1,3,3920,正　木　　聖　賢,40,35,6.83,0.08,1.48.1,4
2024-02-01,,,12,2,2,3743,林　　　　美　憲,45,30,6.87,0.13,1.50.0,4
2024-02-01,,,12,3,5,4063,市　橋　　卓　士,15,59,6.93,0.08,1.51.2,2
2024-02-01,,,12,4,4,3412,鈴　木　　　　博,16,60,6.94,0.16,1.52.4,3
2024-02-01,,,12,5,6,4184,渡　邊　　雄一郎,36,29,6.91,0.11,,4
2024-02-01,,,12,6,1,4064,原　田　　篤　志,50,12,7.0,0.13,,1
2024-02-01,,,1,1,1,4214,林　　　　祐　介,15,72,6.76,0.12,1.48.8,1
2024-02-01,,,1,2,3,4936,戸　敷　　晃　美,65,86,6.69,0.16,1.49.9,4
2024-02-01,,,1,3,2,4004,山　本　　浩　輔,48,82,6.72,0.14,1.51.9,3
2024-02-01,,,1,4,4,4525,真　子　　奈津実,17,36,6.69,0.17,1.52.7,2
2024-02-01,,,1,5,6,3044,三　宅　　爾　士,46,69,6.9,0.16,1.53.6,4
2024-02-01,,,1,6,5,4349,犬　童　　千　秋,36,39,6.74,0.1,1.53.7,4
2024-02-01,,,2,1,1,4580,長谷川　　雅　和,63,90,6.87,0.1,1.50.1,1
2024-02-01,,,2,2,2,4877,鈴　谷　　一　平,24,44,6.72,0.08,1.51.3,2
2024-02-01,,,2,3,4,3797,岩　井　　　　繁,67,41,6.75,0.11,1.52.7,4
2024-02-01,,,2,4,5,3809,吉　田　　　　光,58,75,6.76,0.15,1.53.4,4
2024-02-01,,,2,5,3,3604,武　藤　　綾　子,16,64,6.78,0.12,1.54.3,3
2024-02-01,,,2,6,6,3577,向　所　　浩　二,23,53,6.76,0.05,1.57.6,4
2024-02-01,,,3,1,4,3631,田　添　　康　介,26,55,6.77,0.12,1.50.5,4
2024-02-01,,,3,2,1,3484,芝　田　　浩　治,18,85,6.79,0.22,1.51.9,2
2024-02-01,,,3,3,3,3788,一　宮　　稔　弘,12,52,6.84,0.27,1.53.6,3
2024-02-01,,,3,4,5,4222,山　口　　高　志,70,60,6.8,0.09,1.54.8,4
2024-02-01,,,3,5,2,3871,池　田　　紫　乃,14,87,6.84,0.2,1.55.9,1
2024-02-01,,,3,6,6,5335,森　　　　陽　多,35,31,6.8,0.18,1.59.0,4
2024-02-01,,,4,1,2,3556,田　中　　信一郎,22,46,6.8,0.13,1.49.0,2
2024-02-01,,,4,2,3,4931,木　谷　　賢　太,32,63,6.82,0.19,1.50.8,4
2024-02-01,,,4,3,1,4744,伊　藤　　玲　奈,55,32,6.85,0.18,1.52.5,4
2024-02-01,,,4,4,5,5124,上　瀧　　絢　也,57,42,6.79,0.13,1.53.7,4
2024-02-01,,,4,5,4,4359,横　川　　聖　志,45,70,6.86,0.23,1.54.9,3
2024-02-01,,,4,6,6,4413,水　摩　　　　敦,49,81,6.81,0.24,1.56.7,1
2024-02-01,,,5,1,1,4639,雑　賀　　勇　貴,13,35,6.8,0.15,1.49.7,1
2024-02-01,,,5,2,2,3975,小野寺　　智　洋,66,62,6.8,0.13,1.50.6,4
2024-02-01,,,5,3,5,4643,近　江　　翔　吾,25,45,6.82,0.17,1.52.1,4
2024-02-01,,,5,4,4,4782,浜　崎　　準　也,64,48,6.86,0.13,1.53.2,2
2024-02-01,,,5,5,3,3044,三　宅　　爾　士,46,69,6.94,0.14,1.53.8,4
2024-02-01,,,5,6,6,3224,栗　山　　繁　洋,27,80,6.74,0.26,1.55.4,3
2024-02-01,,,6,1,2,3304,烏　野　　賢　太,37,79,6.75,0.19,1.49.4,4
2024-02-01,,,6,2,1,4349,犬　童　　千　秋,36,39,6.72,0.18,1.51.4,2
2024-02-01,,,6,3,4,4852,川　原　　祐　明,34,76,6.77,0.21,1.52.4,4
2024-02-01,,,6,4,3,5033,藤　原　　孝　斗,19,40,6.75,0.24,1.53.6,1
2024-02-01,,,6,5,5,3998,冨　成　　謙　児,62,54,6.74,0.27,1.55.1,3
2024-02-01,,,6,6,6,3604,武　藤　　綾　子,16,64,6.78,0.29,1.56.9,4
2024-02-01,,,7,1,2,3442,宮　武　　英　司,38,67,6.77,0.09,1.49.3,1
2024-02-01,,,7,2,1,3809,吉　田　　　　光,58,75,6.8,0.11,1.50.5,2
2024-02-01,,,7,3,3,4356,長　岡　　良　也,47,38,6.87,0.13,1.52.2,4
2024-02-01,,,7,4,4,4405,南　野　　利　騰,54,74,6.81,0.11,1.52.3,4
2024-02-01,,,7,5,6,3631,田　添　　康　介,26,55,6.75,0.19,1.54.0,3
2024-02-01,,,7,6,5,4936,戸　敷　　晃　美,65,86,6.72,0.12,1.55.5,4
2024-02-01,,,8,1,3,3388,今　垣　　光太郎,52,59,6.84,0.11,1.49.7,4
2024-02-01,,,8,2,1,4525,真　子　　奈津実,17,36,6.75,0.09,1.51.1,2
2024-02-01,,,8,3,4,4744,伊　藤　　玲　奈,55,32,6.84,0.19,1.52.9,4
2024-02-01,,,8,4,2,3548,室　田　　泰　史,31,83,6.87,0.08,1.53.2,1
2024-02-01,,,8,5,5,4580,長谷川　　雅　和,63,90,6.89,0.16,1.53.8,4
2024-02-01,,,8,6,6,3871,池　田　　紫　乃,14,87,6.84,0.19,1.56.3,3
2024-02-01,,,9,1,3,3577,向　所　　浩　二,23,53,6.82,0.12,1.50.0,4
2024-02-01,,,9,2,4,4236,松　村　　　　敏,44,65,6.77,0.14,1.51.4,3
2024-02-01,,,9,3,1,4222,山　口　　高　志,70,60,6.84,0.09,1.53.3,1
2024-02-01,,,9,4,6,4435,服　部　　達　哉,28,71,6.86,0.16,1.54.6,4
2024-02-01,,,9,5,2,5124,上　瀧　　絢　也,57,42,6.76,0.13,1.55.9,4
2024-02-01,,,9,6,5,4004,山　本　　浩　輔,48,82,6.76,0.31,1.57.2,2
2024-02-01,,,10,1,2,4413,水　摩　　　　敦,49,81,6.78,0.08,1.50.3,1
2024-02-01,,,10,2,1,3788,一　宮　　稔　弘,12,52,6.89,0.07,1.51.1,4
2024-02-01,,,10,3,4,4877,鈴　谷　　一　平,24,44,6.81,0.12,1.53.3,4
2024-02-01,,,10,4,3,4467,渡　邉　　俊　介,68,84,6.91,0.09,1.53.8,3
2024-02-01,,,10,5,5,4639,雑　賀　　勇　貴,13,35,6.82,0.18,1.54.9,2
2024-02-01,,,10,6,6,5033,藤　原　　孝　斗,19,40,6.8,0.17,1.55.6,4
2024-02-01,,,11,1,3,3556,田　中　　信一郎,22,46,6.82,0.05,1.49.6,4
2024-02-01,,,11,2,4,4675,井　手　　良　太,30,56,6.88,0.11,1.50.7,3
2024-02-01,,,11,3,5,4214,林　　　　祐　介,15,72,6.88,0.14,1.52.0,4
2024-02-01,,,11,4,2,4709,岡　村　　将　也,50,49,6.81,0.03,1.52.8,2
2024-02-01,,,11,5,6,4405,南　野　　利　騰,54,74,6.89,0.1,1.54.9,4
2024-02-01,,,12,1,1,3388,今　垣　　光太郎,52,59,6.87,0.2,1.50.0,1
2024-02-01,,,12,2,2,4356,長　岡　　良　也,47,38,6.9,0.22,1.50.7,4
2024-02-01,,,12,3,4,3975,小野寺　　智　洋,66,62,6.85,0.17,1.51.2,3
2024-02-01,,,12,4,6,3304,烏　野　　賢　太,37,79,6.89,0.13,1.52.9,4
2024-02-01,,,12,5,3,3484,芝　田　　浩　治,18,85,6.94,0.21,1.53.7,4
2024-02-01,,,12,6,5,4931,木　谷　　賢　太,32,63,6.89,0.17,1.54.1,2
2024-02-01,,,1,1,1,3928,林　　　　恵　祐,18,56,6.91,0.17,1.51.0,1
2024-02-01,,,1,2,2,3930,岸　本　　　　隆,39,19,6.94,0.17,1.51.7,3
2024-02-01,,,1,3,4,4678,水　野　　望　美,41,46,6.96,0.14,1.53.1,2
2024-02-01,,,1,4,3,5039,倉　田　　茂　将,46,68,6.92,0.12,1.53.8,4
2024-02-01,,,1,6,5,4496,内　堀　　　　学,14,16,7.0,0.18,,4
2024-02-01,,,2,1,1,4094,中　島　　真　二,26,74,6.86,0.12,1.51.7,1
2024-02-01,,,2,2,5,4487,三　原　　　　司,29,29,6.86,0.12,1.52.1,4
2024-02-01,,,2,3,2,4976,金　山　　立　樹,43,32,6.87,0.21,1.52.9,2
2024-02-01,,,2,4,4,4143,浦　田　　晃　嗣,17,36,6.9,0.09,1.54.2,4
2024-02-01,,,2,5,3,3950,石　川　　哲　秀,58,59,7.0,0.07,,3
2024-02-01,,,2,6,6,4720,西　澤　　日花里,33,53,6.88,0.14,,4
2024-02-01,,,3,1,5,3939,渡　辺　　真　至,54,17,6.91,0.16,1.51.5,4
2024-02-01,,,3,2,3,3579,中　里　　優　子,55,75,6.87,0.15,1.52.2,3
2024-02-01,,,3,3,2,4301,関　　　　裕　也,20,14,6.98,0.13,1.54.8,1
2024-02-01,,,3,4,6,3507,藤　井　　　　徹,53,28,6.98,0.26,1.55.4,4
2024-02-01,,,3,6,1,3775,泉　　　　啓　文,47,54,6.98,0.21,,2
2024-02-01,,,4,1,1,4245,高　橋　　直　哉,23,41,6.93,0.09,1.58.0,4
2024-02-01,,,4,2,4,5148,松　本　　　　怜,49,67,6.94,0.08,2.02.1,3
2024-02-01,,,4,3,6,3915,繁野谷　　圭　介,12,18,6.94,0.14,2.06.3,1
2024-02-01,,,4,5,3,4027,松　江　　秀　徳,44,22,6.92,0.07,,4
2024-02-01,,,5,1,1,4743,木　村　　仁　紀,15,71,6.92,0.14,1.50.2,1
2024-02-01,,,5,2,4,4980,佐々木　　完　太,11,30,6.87,0.26,1.52.4,2
2024-02-01,,,5,3,3,3551,藤　田　　美　代,57,50,6.88,0.19,1.53.2,4
2024-02-01,,,5,4,5,4954,内　山　　峻　輔,34,38,6.92,0.15,1.55.6,4
2024-02-01,,,5,5,2,4513,河　野　　真　也,40,15,6.89,0.15,,4
2024-02-01,,,5,6,6,5169,堀　本　　翔　太,32,25,6.96,0.37,,3
2024-02-01,,,6,2,1,3853,岩　崎　　正　哉,35,20,6.9,0.19,1.51.9,2
2024-02-01,,,6,3,3,4981,牧　山　　敦　也,10,40,6.87,0.16,1.53.2,1
2024-02-01,,,6,4,6,3576,白　水　　勝　也,48,31,6.92,0.24,1.53.2,4
2024-02-01,,,6,5,5,3928,林　　　　恵　祐,18,56,6.95,0.24,,3
2024-02-01,,,7,1,1,3872,岡　田　　憲　行,50,55,6.95,0.23,1.50.4,2
2024-02-01,,,7,2,5,4816,村　松　　修　二,27,69,6.93,0.16,1.51.7,4
2024-02-01,,,7,4,2,4487,三　原　　　　司,29,29,6.91,0.28,1.54.5,1
2024-02-01,,,7,5,3,5195,北　村　　寧　々,25,21,6.91,0.22,,4
2024-02-01,,,7,6,4,4085,荻　野　　裕　介,45,62,6.94,0.22,,4
2024-02-01,,,8,1,1,3961,谷　村　　一　哉,22,43,6.91,0.09,1.51.4,2
2024-02-01,,,8,2,2,4022,待　鳥　　雄　紀,31,61,6.89,0.07,1.52.7,1
2024-02-01,,,8,3,6,4976,金　山　　立　樹,43,32,6.89,0.24,1.53.7,3
2024-02-01,,,8,4,3,3684,清　水　　攻　二,60,65,6.97,0.15,1.54.3,4
2024-02-01,,,8,5,4,5162,松　尾　　怜　実,13,44,6.94,0.18,,4
2024-02-01,,,8,6,5,3930,岸　本　　　　隆,39,19,6.95,0.22,,4
2024-02-01,,,9,1,1,3915,繁野谷　　圭　介,12,18,6.92,0.12,1.50.3,1
2024-02-01,,,9,2,3,4980,佐々木　　完　太,11,30,7.0,0.13,1.52.0,4
2024-02-01,,,9,3,2,3939,渡　辺　　真　至,54,17,6.98,0.11,1.54.1,4
2024-02-01,,,9,4,5,4513,河　野　　真　也,40,15,7.0,0.14,1.54.7,2
2024-02-01,,,9,5,4,3579,中　里　　優　子,55,75,6.92,0.13,,3
2024-02-01,,,9,6,6,4094,中　島　　真　二,26,74,7.0,0.13,,4
2024-02-01,,,10,1,2,4743,木　村　　仁　紀,15,71,6.97,0.27,1.51.1,1
2024-02-01,,,10,3,3,3576,白　水　　勝　也,48,31,7.01,0.23,1.53.8,3
2024-02-01,,,10,4,4,4027,松　江　　秀　徳,44,22,6.95,0.22,1.54.1,4
2024-02-01,,,10,5,6,3853,岩　崎　　正　哉,35,20,6.94,0.28,,4
2024-02-01,,,10,6,5,3551,藤　田　　美　代,57,50,6.88,0.22,,2
2024-02-01,,,11,1,1,4816,村　松　　修　二,27,69,6.96,0.18,1.48.8,1
2024-02-01,,,11,2,4,4981,牧　山　　敦　也,10,40,6.98,0.18,1.50.6,3
2024-02-01,,,11,3,2,3872,岡　田　　憲　行,50,55,7.04,0.24,1.52.6,2
2024-02-01,,,11,4,5,4301,関　　　　裕　也,20,14,7.05,0.2,1.54.3,4
2024-02-01,,,11,5,3,3961,谷　村　　一　哉,22,43,7.01,0.28,,4
2024-02-01,,,11,6,6,3731,高　濱　　芳　久,30,24,6.97,0.23,,4
2024-02-01,,,12,1,3,4954,内　山　　峻　輔,34,38,6.89,0.09,1.50.0,4
2024-02-01,,,12,3,6,4085,荻　野　　裕　介,45,62,6.96,0.21,1.53.3,4
2024-02-01,,,12,4,4,3684,清　水　　攻　二,60,65,6.95,0.18,1.54.5,3
2024-02-01,,,12,5,2,4143,浦　田　　晃　嗣,17,36,6.93,0.14,,4
2024-02-01,,,12,6,5,4022,待　鳥　　雄　紀,31,61,6.92,0.16,,2
2024-02-01,,,1,1,3,4527,高　野　　心　吾,51,26,6.8,0.16,1.49.0,4
2024-02-01,,,1,2,1,3891,谷　口　　健　一,44,24,6.82,0.15,1.50.2,1
2024-02-01,,,1,3,5,4475,末　永　　祐　輝,49,14,6.81,0.16,1.51.6,4
2024-02-01,,,1,4,4,4750,井　上　　尚　悟,40,30,6.82,0.18,1.53.4,2
2024-02-01,,,1,5,2,4041,小　林　　基　樹,24,23,6.82,0.22,,3
2024-02-01,,,1,6,6,5264,登　　　　みひ果,33,15,6.88,0.15,,4
2024-02-01,,,2,1,1,4273,佐　藤　　　　旭,43,73,6.85,0.21,1.49.6,1
2024-02-01,,,2,2,2,4679,植　田　　太　一,66,47,6.75,0.28,1.51.0,2
2024-02-01,,,2,3,3,3559,水　長　　照　雄,72,31,6.8,0.25,1.52.8,3
2024-02-01,,,2,4,5,3714,梶　原　　　　正,62,39,6.83,0.18,1.54.3,4
2024-02-01,,,2,5,4,4275,菅　野　　はやか,46,53,6.79,0.19,,4
2024-02-01,,,2,6,6,3929,杢　野　　誓　良,37,43,6.88,0.17,,4
2024-02-01,,,3,1,3,4630,岩　永　　雅　人,20,49,6.81,0.07,1.50.8,3
2024-02-01,,,3,2,6,3620,信　濃　　由　行,23,37,7.0,0.15,1.53.1,4
2024-02-01,,,3,3,5,5291,三　嶌　　こころ,42,29,6.93,0.17,1.54.5,4
2024-02-01,,,3,4,2,5223,森　清　　友　翔,15,20,6.88,0.07,1.54.8,1
2024-02-01,,,4,1,1,4449,中　嶋　　達　也,27,62,6.86,0.16,1.49.8,4
2024-02-01,,,4,2,3,4732,堀　本　　和　也,69,58,6.96,0.15,1.51.1,4
2024-02-01,,,4,3,2,3300,川　崎　　智　幸,45,35,6.88,0.19,1.52.3,2
2024-02-01,,,4,4,5,5173,谷　口　　佳　蓮,52,42,6.95,0.25,1.53.4,4
2024-02-01,,,4,5,4,5200,筒　井　　美　琴,57,19,6.85,0.13,,3
2024-02-01,,,4,6,6,3574,大　神　　康　司,55,17,6.92,0.34,,1
2024-02-01,,,5,1,1,4529,嶋　　　　義　信,12,28,6.84,0.12,1.49.4,1
2024-02-01,,,5,2,2,3874,山　本　　寛　久,47,66,6.78,0.17,1.50.3,4
2024-02-01,,,5,3,4,3427,大　賀　　広　幸,58,46,6.86,0.23,1.52.7,2
2024-02-01,,,5,4,3,4434,田　中　　辰　彦,61,57,6.86,0.24,1.53.2,4
2024-02-01,,,5,5,6,3674,岸　　　　恵　子,68,70,6.91,0.16,,3
2024-02-01,,,5,6,5,4035,杉　江　　浩　明,56,65,6.84,0.13,,4
2024-02-01,,,6,1,3,4052,興　津　　　　藍,31,56,6.81,0.26,1.49.1,1
2024-02-01,,,6,2,4,4244,鈴　木　　成　美,19,55,6.87,0.17,1.50.7,4
2024-02-01,,,6,3,2,4264,長　尾　　章　平,35,33,6.91,0.29,1.52.4,4
2024-02-01,,,6,4,1,4275,菅　野　　はやか,46,53,6.85,0.32,1.52.7,2
2024-02-01,,,6,5,6,3730,塩　崎　　優　司,67,18,6.92,0.21,,4
2024-02-01,,,6,6,5,4278,藤　岡　　俊　介,22,48,6.89,0.17,,3
2024-02-01,,,7,1,1,4583,古　田　　祐　貴,11,40,6.81,0.09,1.49.3,2
2024-02-01,,,7,2,2,4260,中　越　　博　紀,17,72,6.85,0.14,1.50.7,1
2024-02-01,,,7,3,6,4151,下　河　　誉　史,53,50,6.84,0.2,1.52.4,3
2024-02-01,,,7,4,4,4600,井　内　　将太郎,50,12,6.87,0.11,1.52.9,4
2024-02-01,,,7,5,5,3981,今　坂　　晃　広,16,38,6.88,0.14,,4
2024-02-01,,,7,6,3,3891,谷　口　　健　一,44,24,6.87,0.12,,4
2024-02-01,,,8,1,1,4618,乃　村　　康　友,36,11,6.84,0.18,1.49.4,2
2024-02-01,,,8,2,3,3454,井　川　　大　作,54,60,6.87,0.17,1.50.8,4
2024-02-01,,,8,3,5,4679,植　田　　太　一,66,47,6.79,0.23,1.51.3,4
2024-02-01,,,8,4,2,5173,谷　口　　佳　蓮,52,42,6.83,0.23,1.53.0,1
2024-02-01,,,8,5,6,5291,三　嶌　　こころ,42,29,6.91,0.26,,3
2024-02-01,,,8,6,4,4703,森　永　　　　隆,65,71,6.79,0.21,,4
2024-02-01,,,9,1,1,4797,中　山　　　　将,59,21,6.81,0.11,1.49.5,1
2024-02-01,,,9,2,6,4163,山　崎　　裕　司,25,52,6.84,0.2,1.50.7,4
2024-02-01,,,9,3,3,4246,喜　多　　那由夏,13,16,6.87,0.15,1.51.4,4
2024-02-01,,,9,4,4,3559,水　長　　照　雄,72,31,6.8,0.15,1.52.8,3
2024-02-01,,,9,5,2,3427,大　賀　　広　幸,58,46,6.91,0.19,,4
2024-02-01,,,9,6,5,5264,登　　　　みひ果,33,15,6.87,0.15,,2
2024-02-01,,,10,1,2,4244,鈴　木　　成　美,19,55,6.82,0.14,1.48.7,1
2024-02-01,,,10,2,3,3265,今　村　　暢　孝,39,27,6.87,0.09,1.49.8,3
2024-02-01,,,10,3,6,3874,山　本　　寛　久,47,66,6.8,0.13,1.51.2,4
2024-02-01,,,10,4,1,4732,堀　本　　和　也,69,58,6.83,0.04,1.52.6,4
2024-02-01,,,10,5,4,3929,杢　野　　誓　良,37,43,6.89,0.11,,4
2024-02-01,,,10,6,5,4041,小　林　　基　樹,24,23,6.83,0.21,,2
2024-02-01,,,11,1,3,3574,大　神　　康　司,55,17,6.89,0.17,1.49.5,4
2024-02-01,,,11,2,1,4278,藤　岡　　俊　介,22,48,6.9,0.13,1.50.9,1
2024-02-01,,,11,3,4,3674,岸　　　　恵　子,68,70,6.92,0.15,1.52.1,3
2024-02-01,,,11,4,2,4750,井　上　　尚　悟,40,30,6.86,0.17,1.52.2,2
2024-02-01,,,11,5,5,4630,岩　永　　雅　人,20,49,6.8,0.2,,4
2024-02-01,,,11,6,6,4600,井　内　　将太郎,50,12,6.88,0.15,,4
2024-02-01,,,12,1,1,4434,田　中　　辰　彦,61,57,6.81,0.24,1.49.0,1
2024-02-01,,,12,2,3,4260,中　越　　博　紀,17,72,6.8,0.24,1.50.3,4
2024-02-01,,,12,3,6,4703,森　永　　　　隆,65,71,6.8,0.28,1.50.6,4
2024-02-01,,,12,4,2,4273,佐　藤　　　　旭,43,73,6.86,0.24,1.52.3,4
2024-02-01,,,12,5,5,5223,森　清　　友　翔,15,20,6.82,0.33,,2
2024-02-01,,,12,6,4,4527,高　野　　心　吾,51,26,6.84,0.28,,3
2024-02-01,,,1,1,1,3892,草　場　　康　幸,43,54,6.93,0.12,1.51.0,1
2024-02-01,,,1,2,5,4272,大　場　　広　孝,47,60,6.92,0.15,1.51.5,4
2024-02-01,,,1,3,3,4855,江　頭　　賢　太,11,67,6.95,0.1,1.53.6,4
2024-02-01,,,1,4,2,3246,星　野　　政　彦,57,38,6.93,0.15,1.55.4,3
2024-02-01,,,1,5,6,5238,笹　木　　香　吾,72,64,6.92,0.16,,4
2024-02-01,,,1,6,4,4226,村　田　　浩　司,12,47,6.94,0.19,,2
2024-02-01,,,2,1,3,3842,星　野　　太　郎,28,12,6.99,0.19,1.50.0,3
2024-02-01,,,2,2,1,3838,伊　藤　　啓　三,27,22,6.92,0.16,1.52.0,1
2024-02-01,,,2,3,6,4724,吉　田　　祐　貴,50,74,6.92,0.27,1.53.4,4
2024-02-01,,,2,4,5,5138,村　本　　大　成,45,23,6.95,0.24,1.54.3,4
2024-02-01,,,2,5,4,4889,後　藤　　盛　也,29,57,6.95,0.17,,4
2024-02-01,,,2,6,2,5092,篠　原　　晟　弥,62,28,6.91,0.26,,2
2024-02-01,,,3,1,1,4958,溝　口　　海義也,56,49,6.89,0.13,1.50.4,2
2024-02-01,,,3,2,5,5000,岡　本　　翔太郎,36,24,6.88,0.1,1.52.2,4
2024-02-01,,,3,3,4,4348,宮　崎　　　　奨,16,56,6.88,0.13,1.53.4,4
2024-02-01,,,3,4,2,3361,岡　部　　　　浩,60,53,6.95,0.17,1.53.6,1
2024-02-01,,,3,5,3,3297,藤　丸　　光　一,44,65,6.89,0.17,,3
2024-02-01,,,3,6,6,3745,橋　本　　年　光,35,58,6.93,0.15,,4
2024-02-01,,,4,1,1,4452,松　尾　　　　祭,54,34,6.92,0.27,1.50.6,4
2024-02-01,,,4,2,4,3414,加　瀬　　智　宏,59,55,6.9,0.19,1.52.4,3
2024-02-01,,,4,3,2,4049,荒　川　　健　太,55,66,6.92,0.27,1.53.7,2
2024-02-01,,,4,4,5,4060,島　田　　一　生,42,11,6.94,0.2,1.55.1,4
2024-02-01,,,4,5,6,5307,富　永　　夏哉人,14,32,6.91,0.24,,1
2024-02-01,,,4,6,3,4636,赤　池　　修　平,34,36,6.94,0.26,,4
2024-02-01,,,5,1,2,3319,山　崎　　義　明,63,42,6.89,0.07,1.50.1,4
2024-02-01,,,5,2,1,4523,中　村　　辰　也,51,35,6.94,0.09,1.51.7,1
2024-02-01,,,5,3,4,4437,中　田　　元　泰,22,52,6.92,0.09,1.51.8,2
2024-02-01,,,5,4,3,4817,渡　邉　　　　翼,24,70,6.93,0.11,1.53.3,4
2024-02-01,,,5,5,6,4638,小　林　　遼　太,65,72,6.92,0.21,,3
2024-02-01,,,5,6,5,3892,草　場　　康　幸,43,54,6.92,0.17,,4
2024-02-01,,,6,1,3,3589,西　村　　　　勝,31,25,7.0,0.12,1.50.8,1
2024-02-01,,,6,2,2,4724,吉　田　　祐　貴,50,74,6.93,0.13,1.51.7,4
2024-02-01,,,6,3,4,4982,中　村　　将　隆,67,19,6.97,0.09,1.52.9,4
2024-02-01,,,6,4,5,4193,郷　原　　章　平,39,44,6.95,0.17,1.54.6,3
2024-02-01,,,6,5,1,3619,長谷川　　　　充,52,51,6.93,0.23,,2
2024-02-01,,,6,6,6,4226,村　田　　浩　司,12,47,6.95,0.13,,4
2024-02-01,,,7,1,2,3347,矢　後　　　　剛,46,59,6.94,0.26,1.50.9,1
2024-02-01,,,7,2,6,4402,乙　藤　　智　史,37,50,6.88,0.16,1.51.5,3
2024-02-01,,,7,3,5,4855,江　頭　　賢　太,11,67,6.91,0.18,1.53.7,4
2024-02-01,,,7,4,3,4950,高　岡　　竜　也,23,43,6.93,0.21,1.55.1,4
2024-02-01,,,7,5,1,3297,藤　丸　　光　一,44,65,6.88,0.22,,2
2024-02-01,,,8,1,1,4060,島　田　　一　生,42,11,6.88,0.14,1.50.8,2
